Name,Phone,Address,Category,Date,Invoice No.,Quantity,Unit Price,Amount,Description
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,22-10-2019,ANT5530455780,833,167.96,139910.68,833 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,12-5-2019,ANT2864077561,419,151.59,63516.21,419 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,28-7-2019,ANT3704210733,304,51.12,15540.48,304 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,26-5-2019,ANT7376458280,812,92.5,75110.0,812 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,2-7-2019,ANT5005043440,840,305.41,256544.4,840 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,27-3-2019,ANT7280263460,871,71.06,61893.26,871 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,15-3-2019,ANT5570764118,777,73.57,57163.89,777 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,11-6-2019,ANT0101866612,543,16.29,8845.47,543 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,18-1-2019,ANT7753667520,691,16.49,11394.59,691 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,13-8-2019,ANT6842888721,560,74.41,41669.6,560 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,10-8-2019,ANT7373412836,424,111.84,47420.16,424 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,1-4-2019,ANT0066201035,887,110.98,98439.26,887 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,29-10-2019,ANT1182152627,748,59.23,44304.04,748 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,12-10-2019,ANT1435574734,971,183.37,178052.27,971 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,9-5-2019,ANT6260664644,395,27.66,10925.7,395 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,22-2-2019,ANT7661471436,644,21.22,13665.68,644 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,10-11-2019,ANT6655166802,280,449.0,125720.0,280 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,12-6-2019,ANT7450250543,856,75.26,64422.56,856 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,11-6-2019,ANT0401837685,669,65.02,43498.38,669 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,25-2-2019,ANT8558250463,732,290.35,212536.2,732 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,12-1-2019,ANT3618611382,307,411.85,126437.95,307 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,27-10-2019,ANT1868783378,873,117.2,102315.6,873 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,17-10-2019,ANT7135563867,703,0.02,14.06,703 purchases
Anthony Mensah,2438825543,ANT ADDRESS,Purchase,12-7-2019,ANT5100154275,894,49.37,44136.78,894 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,1-10-2019,DAV0844254127,380,3.22,1223.6,380 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,11-9-2019,DAV0533484585,766,254.35,194832.1,766 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,26-5-2019,DAV3513764320,538,81.67,43938.46,538 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,15-9-2019,DAV7243757001,970,4.51,4374.7,970 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,12-2-2019,DAV8821576188,353,6.93,2446.29,353 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,20-5-2019,DAV5186283326,737,124.7,91903.9,737 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,29-3-2019,DAV7700420208,977,173.25,169265.25,977 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,11-5-2019,DAV7724075685,818,3.82,3124.76,818 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,17-9-2019,DAV3223583076,585,167.99,98274.15,585 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,25-6-2019,DAV5807584227,830,94.43,78376.9,830 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,19-1-2019,DAV6870373221,385,9.94,3826.9,385 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,5-1-2019,DAV3604124871,270,35.52,9590.4,270 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,2-9-2019,DAV2587720315,685,153.94,105448.9,685 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,15-5-2019,DAV4482854575,879,63.61,55913.19,879 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,27-6-2019,DAV8125706012,561,21.48,12050.28,561 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,20-10-2019,DAV6714112566,499,52.88,26387.12,499 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,15-2-2019,DAV0816257186,303,11.07,3354.21,303 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,17-1-2019,DAV7565523868,329,242.5,79782.5,329 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,23-11-2019,DAV0768433342,601,43.3,26023.3,601 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,8-11-2019,DAV5036005525,473,143.84,68036.32,473 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,19-11-2019,DAV2715658260,270,48.23,13022.1,270 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,21-9-2019,DAV8561310888,633,128.04,81049.32,633 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,20-6-2019,DAV6364878220,580,187.12,108529.6,580 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,12-11-2019,DAV1152361500,403,15.02,6053.06,403 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,13-2-2019,DAV6512478661,956,16.19,15477.64,956 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,9-10-2019,DAV4746014323,261,79.78,20822.58,261 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,13-10-2019,DAV4674376627,753,147.58,111127.74,753 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,19-4-2019,DAV6766370775,748,240.08,179579.84,748 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,8-8-2019,DAV6030886373,710,41.29,29315.9,710 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,18-4-2019,DAV8630341518,793,47.49,37659.57,793 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,7-3-2019,DAV7656301807,573,50.61,28999.53,573 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,23-3-2019,DAV8337754253,546,17.3,9445.8,546 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,3-8-2019,DAV8430751628,569,28.51,16222.19,569 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,5-7-2019,DAV6207852816,390,222.8,86892.0,390 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,15-11-2019,DAV7304613100,611,121.96,74517.56,611 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,9-11-2019,DAV7703036351,974,166.31,161985.94,974 purchases
Davis Ampah,1007202752,DAV ADDRESS,Purchase,27-11-2019,DAV1018658117,909,105.09,95526.81,909 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,25-8-2019,YAW2271126385,902,98.8,89117.6,902 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,9-1-2019,YAW1883248830,685,26.8,18358.0,685 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,26-5-2019,YAW7030246806,829,22.76,18868.04,829 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,21-9-2019,YAW7431216456,493,287.62,141796.66,493 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,14-9-2019,YAW8258581602,345,298.21,102882.45,345 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,27-4-2019,YAW4525722613,561,147.98,83016.78,561 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,15-6-2019,YAW2688541068,728,365.37,265989.36,728 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,6-10-2019,YAW5505141562,378,21.64,8179.92,378 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,19-4-2019,YAW4032317717,438,29.29,12829.02,438 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,25-10-2019,YAW8234106125,940,58.85,55319.0,940 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,4-8-2019,YAW7347180440,938,119.78,112353.64,938 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,16-2-2019,YAW0400565320,289,177.76,51372.64,289 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,8-11-2019,YAW6275701457,697,170.99,119180.03,697 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,17-10-2019,YAW7524182205,787,155.03,122008.61,787 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,11-9-2019,YAW5120817624,753,11.25,8471.25,753 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,21-1-2019,YAW3245375103,957,255.32,244341.24,957 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,21-6-2019,YAW2712622788,601,16.34,9820.34,601 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,1-9-2019,YAW4664541443,806,151.59,122181.54,806 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,20-1-2019,YAW6625375584,358,45.23,16192.34,358 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,1-6-2019,YAW7682446386,528,53.67,28337.76,528 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,22-10-2019,YAW4461778436,252,287.83,72533.16,252 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,1-8-2019,YAW3512475882,331,21.64,7162.84,331 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,5-1-2019,YAW7511124168,997,263.61,262819.17,997 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,4-2-2019,YAW7015058148,471,119.47,56270.37,471 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,14-6-2019,YAW4478175823,981,363.27,356367.87,981 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,1-2-2019,YAW2331115715,300,148.1,44430.0,300 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,5-5-2019,YAW1588051537,788,64.05,50471.4,788 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,2-4-2019,YAW0001057763,626,245.72,153820.72,626 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,21-3-2019,YAW8347732516,488,47.49,23175.12,488 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,6-9-2019,YAW2815122403,929,301.05,279675.45,929 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,18-7-2019,YAW1811531245,377,159.05,59961.85,377 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,4-10-2019,YAW3204022425,894,45.67,40828.98,894 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,11-4-2019,YAW2654168266,618,52.95,32723.1,618 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,5-8-2019,YAW4411338584,467,227.09,106051.03,467 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,5-11-2019,YAW7881650187,296,104.97,31071.12,296 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,9-11-2019,YAW0585232171,519,147.08,76334.52,519 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,28-10-2019,YAW2163637713,398,236.82,94254.36,398 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,21-9-2019,YAW8217786553,478,0.79,377.62,478 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,26-5-2019,YAW5087078062,468,128.87,60311.16,468 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,20-11-2019,YAW3777256416,883,17.37,15337.71,883 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,25-11-2019,YAW1486721050,252,22.78,5740.56,252 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,14-10-2019,YAW2303075536,298,422.59,125931.82,298 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,17-8-2019,YAW6623210764,916,154.0,141064.0,916 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,4-8-2019,YAW5725473254,635,132.95,84423.25,635 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,1-3-2019,YAW8866426118,612,214.16,131065.92,612 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,13-1-2019,YAW6763726714,524,43.21,22642.04,524 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,29-11-2019,YAW0520327000,483,80.49,38876.67,483 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,25-4-2019,YAW2084852586,351,284.56,99880.56,351 purchases
Yaw Mensah,4520285782,YAW ADDRESS,Purchase,8-8-2019,YAW5726602046,645,123.89,79909.05,645 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,18-9-2019,AKW0536133086,448,418.38,187434.24,448 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,13-7-2019,AKW7417708875,861,50.1,43136.1,861 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,5-10-2019,AKW8272878686,407,111.06,45201.42,407 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,7-1-2019,AKW7256273011,754,422.48,318549.92,754 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-4-2019,AKW7805036658,464,19.31,8959.84,464 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,12-11-2019,AKW6744311540,830,214.38,177935.4,830 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,5-10-2019,AKW3557838650,355,140.83,49994.65,355 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-1-2019,AKW8721100462,274,180.71,49514.54,274 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,2-6-2019,AKW6018681044,297,205.86,61140.42,297 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,26-2-2019,AKW6150712147,807,26.35,21264.45,807 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-8-2019,AKW1173023771,306,63.74,19504.44,306 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,12-1-2019,AKW1712251177,385,40.69,15665.65,385 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,23-4-2019,AKW3707680137,565,28.5,16102.5,565 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,23-8-2019,AKW2144075535,553,206.87,114399.11,553 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-8-2019,AKW2831412880,285,50.16,14295.6,285 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,17-9-2019,AKW2825433081,845,239.09,202031.05,845 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-1-2019,AKW6845873425,893,61.91,55285.63,893 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,20-1-2019,AKW7015632246,852,39.35,33526.2,852 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,29-5-2019,AKW3257631061,485,50.44,24463.4,485 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,28-5-2019,AKW3601677580,986,76.8,75724.8,986 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,18-8-2019,AKW4386535373,807,55.94,45143.58,807 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,15-8-2019,AKW3838827160,402,53.59,21543.18,402 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-1-2019,AKW1121353614,970,236.77,229666.9,970 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-6-2019,AKW2472424126,315,151.2,47628.0,315 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,16-4-2019,AKW3280633150,302,10.74,3243.48,302 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-9-2019,AKW2447156123,967,176.84,171004.28,967 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,21-9-2019,AKW7603526300,563,29.52,16619.76,563 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,23-10-2019,AKW5338600776,999,204.09,203885.91,999 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,26-7-2019,AKW7255267551,915,20.18,18464.7,915 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,15-4-2019,AKW1780756512,692,361.5,250158.0,692 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,17-10-2019,AKW0605742845,677,163.13,110439.01,677 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,27-6-2019,AKW8157118445,407,139.58,56809.06,407 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,7-10-2019,AKW5584374150,906,251.05,227451.3,906 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,21-5-2019,AKW0826457366,777,43.68,33939.36,777 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,4-1-2019,AKW7444140180,711,137.29,97613.19,711 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,25-7-2019,AKW8765410702,589,15.2,8952.8,589 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-8-2019,AKW0210688802,857,180.57,154748.49,857 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,18-7-2019,AKW5507751408,618,397.57,245698.26,618 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,4-10-2019,AKW4232051671,507,376.9,191088.3,507 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,28-3-2019,AKW2446447678,887,311.26,276087.62,887 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-2-2019,AKW0271858643,912,25.69,23429.28,912 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,15-11-2019,AKW4030150811,696,201.44,140202.24,696 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,15-8-2019,AKW2267757337,633,53.49,33859.17,633 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,28-5-2019,AKW1788484141,932,60.17,56078.44,932 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,14-9-2019,AKW8464742201,497,159.94,79490.18,497 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,1-7-2019,AKW3276401725,330,30.07,9923.1,330 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,10-1-2019,AKW8442880614,656,19.9,13054.4,656 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,19-11-2019,AKW0075627333,808,42.55,34380.4,808 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,1-3-2019,AKW0766360111,760,67.62,51391.2,760 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,25-10-2019,AKW2123401804,395,25.83,10202.85,395 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,18-11-2019,AKW5846858474,276,384.78,106199.28,276 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,18-5-2019,AKW5222657445,531,57.36,30458.16,531 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,13-9-2019,AKW0513501088,857,82.65,70831.05,857 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,11-4-2019,AKW2044406817,420,137.37,57695.4,420 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,9-7-2019,AKW0610805763,302,7.09,2141.18,302 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,1-11-2019,AKW4481276623,508,73.43,37302.44,508 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,1-11-2019,AKW8800212505,354,140.28,49659.12,354 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,27-2-2019,AKW2043372132,563,371.49,209148.87,563 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,26-7-2019,AKW4726218035,428,51.52,22050.56,428 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,6-10-2019,AKW8075724763,392,181.83,71277.36,392 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,9-3-2019,AKW0774444101,967,189.31,183062.77,967 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,10-9-2019,AKW0615644060,806,71.75,57830.5,806 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,2-6-2019,AKW8753683127,881,117.77,103755.37,881 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,22-11-2019,AKW2421072441,448,19.11,8561.28,448 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,7-9-2019,AKW0502666873,835,58.6,48931.0,835 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,8-8-2019,AKW2737643726,722,142.5,102885.0,722 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,17-2-2019,AKW6050886303,391,456.38,178444.58,391 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,14-6-2019,AKW6261107160,702,70.67,49610.34,702 purchases
Akwasi Boo,6874331704,AKW ADDRESS,Purchase,24-5-2019,AKW2668777561,299,396.28,118487.72,299 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,3-2-2019,YAA2014225714,570,47.81,27251.7,570 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,27-10-2019,YAA0373581055,775,2.43,1883.25,775 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,17-8-2019,YAA2860811005,658,41.85,27537.3,658 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,27-1-2019,YAA8858853760,966,45.79,44233.14,966 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,1-8-2019,YAA0340424661,528,48.81,25771.68,528 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,15-3-2019,YAA7341434432,908,248.09,225265.72,908 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,19-9-2019,YAA8608666261,741,106.29,78760.89,741 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,1-8-2019,YAA5584100142,966,314.94,304232.04,966 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,24-5-2019,YAA0337488167,971,137.75,133755.25,971 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,24-7-2019,YAA6658741282,496,294.47,146057.12,496 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,20-10-2019,YAA4085512845,740,158.44,117245.6,740 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,6-6-2019,YAA8124168280,877,181.51,159184.27,877 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,9-4-2019,YAA0135478701,432,88.68,38309.76,432 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,29-6-2019,YAA2441012572,981,43.89,43056.09,981 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,21-10-2019,YAA6661337773,597,1.93,1152.21,597 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,11-3-2019,YAA5858015670,718,137.17,98488.06,718 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,12-3-2019,YAA8706728307,461,141.84,65388.24,461 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,21-6-2019,YAA0623235221,311,11.82,3676.02,311 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,14-8-2019,YAA4623801580,971,228.7,222067.7,971 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,23-1-2019,YAA7507126530,519,53.24,27631.56,519 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,22-4-2019,YAA0276125848,315,368.94,116216.1,315 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,11-5-2019,YAA4361551230,688,217.27,149481.76,688 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,10-7-2019,YAA0408781118,648,414.81,268796.88,648 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,8-9-2019,YAA0508361333,964,106.33,102502.12,964 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,5-1-2019,YAA5440772102,258,343.79,88697.82,258 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,14-6-2019,YAA0553264323,365,8.76,3197.4,365 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,19-8-2019,YAA1060515526,433,116.03,50240.99,433 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,23-1-2019,YAA8886371281,507,18.29,9273.03,507 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,25-2-2019,YAA8404027470,373,9.87,3681.51,373 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,18-7-2019,YAA8258372540,485,185.11,89778.35,485 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,9-6-2019,YAA4425261501,264,311.76,82304.64,264 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,19-4-2019,YAA7208752164,977,359.49,351221.73,977 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,26-10-2019,YAA2013026454,686,210.61,144478.46,686 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,7-7-2019,YAA3680635744,332,48.31,16038.92,332 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,7-4-2019,YAA0627846611,600,73.23,43938.0,600 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,7-5-2019,YAA0404211212,504,200.64,101122.56,504 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,27-6-2019,YAA3660222102,848,28.22,23930.56,848 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,15-2-2019,YAA5171573632,279,89.35,24928.65,279 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,5-2-2019,YAA8408747802,572,22.64,12950.08,572 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,20-6-2019,YAA4216238407,578,38.99,22536.22,578 purchases
Yaa Attaa,0542822521,YAA ADDRESS,Purchase,19-3-2019,YAA6005078331,654,265.75,173800.5,654 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,8-9-2019,KWA0366277220,287,25.54,7329.98,287 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,6-3-2019,KWA1324040553,661,45.48,30062.28,661 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,2-10-2019,KWA7253434081,503,72.44,36437.32,503 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,12-3-2019,KWA3117016243,614,159.52,97945.28,614 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,16-1-2019,KWA1180773206,277,39.18,10852.86,277 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,7-3-2019,KWA8173663142,931,86.42,80457.02,931 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,27-9-2019,KWA8477371367,915,134.47,123040.05,915 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,3-11-2019,KWA5366311105,445,35.14,15637.3,445 purchases
Kwasi Aidoo,0311634371,KWA ADDRESS,Purchase,26-11-2019,KWA1255430318,602,7.63,4593.26,602 purchases
